,Site,Crop,Experiment,Treatment ,Mineral N kg/ha/y,farmyard manure t/ha/year,Reported yield data (t DM/ha),Mean,min_yield,max_yield,Soil texture,LAT,SIMUID_1,Sand,Silt,Clay,variable,Yield
10389,Kroměříž,BARL,mono,60,60.0,0.0,grain,4.94965625,3.145,6.885,loam,49.28,28776.0,40.0,40.0,20.0,2009,3.9439999999999995
10391,Kroměříž,BARL,mono,90,90.0,0.0,grain,5.069187499999999,3.3405,7.0889999999999995,loam,49.28,28776.0,40.0,40.0,20.0,2009,4.3095
10393,Hněvčeves,BARL,106,OS1,60.0,0.0,grain,6.130522647058823,3.4978729411764697,8.831694117647059,clay loam,50.31,26449.0,35.0,30.0,35.0,2009,6.517181176470588
10403,Pernolec,WWHT,140,71,0.0,0.0,grain,2.97646,1.9694,4.2741999999999996,sandy loam,49.77,23110.0,65.0,25.0,10.0,2009,4.2741999999999996
10405,Pernolec,WWHT,140,opt,100.0,10.0,grain,5.46702,4.4117999999999995,6.7940000000000005,sandy loam,49.77,23110.0,65.0,25.0,10.0,2009,6.7940000000000005
10409,Hněvčeves,C180,140,71,0.0,0.0,above-ground biomass,11.596666666666666,7.34,16.15,clay loam,50.31,26449.0,35.0,30.0,35.0,2009,16.15
10411,Hněvčeves,C180,140,opt,120.0,10.0,above-ground biomass,13.796666666666667,7.8,17.79,clay loam,50.31,26449.0,35.0,30.0,35.0,2009,17.79
10413,Kostelec,C180,140,71,0.0,0.0,above-ground biomass,14.353333333333333,13.62,15.31,sandy loam,50.13,26787.0,65.0,25.0,10.0,2009,14.13
10415,Kostelec,C180,140,opt,120.0,10.0,above-ground biomass,19.526666666666667,18.85,20.26,sandy loam,50.13,26787.0,65.0,25.0,10.0,2009,18.85
10423,Hněvčeves,BARL,140,71,0.0,0.0,grain,3.7417166666666657,1.7457999999999998,5.8996,clay loam,50.31,26449.0,35.0,30.0,35.0,2009,3.5174
10425,Hněvčeves,BARL,140,opt,60.0,10.0,grain,6.072316666666667,2.3392,7.74,clay loam,50.31,26449.0,35.0,30.0,35.0,2009,5.7362
10427,Kostelec,BARL,140,71,0.0,0.0,grain,3.1811400000000005,1.6683999999999999,4.0935999999999995,sandy loam,50.13,26787.0,65.0,25.0,10.0,2009,4.0506
10429,Kostelec,BARL,140,opt,60.0,10.0,grain,5.41284,3.0272,6.7940000000000005,sandy loam,50.13,26787.0,65.0,25.0,10.0,2009,5.2116
10431,Pernolec,BARL,140,71,0.0,0.0,grain,2.542733333333333,1.333,3.3626,sandy loam,49.77,23110.0,65.0,25.0,10.0,2009,2.0812
10433,Pernolec,BARL,140,opt,60.0,10.0,grain,4.281844444444445,2.0382000000000002,5.6502,sandy loam,49.77,23110.0,65.0,25.0,10.0,2009,3.3454
10435,Humpolec,BARL,140,71,0.0,0.0,grain,3.015375,2.2618,4.214,sandy loam,49.56,27956.0,65.0,25.0,10.0,2009,2.2618
10436,Humpolec,BARL,140,opt,60.0,10.0,grain,4.9893975,3.999,6.364,sandy loam,49.56,27956.0,65.0,25.0,10.0,2009,4.128
10437,Žabčice,BARL,DP23-mono,0,0.0,0.0,grain,3.9454999999999996,1.7594999999999998,6.341,clay loam,49.02,27913.0,35.0,30.0,35.0,2009,4.326499999999999
10439,Žabčice,BARL,DP23-mono,30,30.0,0.0,grain,4.923,2.533,7.344,clay loam,49.02,27913.0,35.0,30.0,35.0,2009,4.7855
10441,Žabčice,BARL,DP23-mono,60,60.0,0.0,grain,5.4655,2.771,7.5735,clay loam,49.02,27913.0,35.0,30.0,35.0,2009,5.474
10443,Žabčice,BARL,DP23-mono,90,90.0,0.0,grain,5.512999999999999,2.8899999999999997,7.497,clay loam,49.02,27913.0,35.0,30.0,35.0,2009,6.060499999999999
10445,Žabčice,WWHT,DP23-mono,0,0.0,0.0,grain,5.654766666666668,1.2665,9.061,clay loam,49.02,27913.0,35.0,30.0,35.0,2009,5.185
10447,Žabčice,WWHT,DP23-mono,100,100.0,0.0,grain,6.014600000000001,0.935,9.01,clay loam,49.02,27913.0,35.0,30.0,35.0,2009,5.7715
10449,Žabčice,C100,DP23-mono,0,0.0,25.0,grain,6.76304,2.8895999999999997,12.2292,clay loam,49.02,27913.0,35.0,30.0,35.0,2009,8.041
10451,Žabčice,C100,DP23-mono,120,120.0,25.0,grain,7.377653333333333,2.6144,12.556,clay loam,49.02,27913.0,35.0,30.0,35.0,2009,10.3974
10453,Ivanovice,WWHT,DP04-mono,111+112,120.0,0.0,grain,5.610066666666666,2.2704,8.2302,,,,,,,2009,7.396
10454,Ivanovice,BARL,DP04-mono,211+212,50.0,0.0,grain,5.54542111111111,2.1672,8.0668,,,,,,,2009,6.4758000000000004
11263,Horažďovice,WWHT,SOH,0,0.0,0.0,grain,3.089875555555555,2.5198,3.696826666666666,loamy sand,49.34,23089.0,82.0,13.0,5.0,2009,3.053
11265,Horažďovice,WWHT,SOH,N,135.0,0.0,grain,5.957326666666667,4.2914,7.517580000000001,loamy sand,49.34,23089.0,82.0,13.0,5.0,2009,6.063
11267,Horažďovice,WWHT,SOH,FYM. ,0.0,10.0,grain,4.073406111111111,3.2077999999999998,5.323018333333333,loamy sand,49.34,23089.0,82.0,13.0,5.0,2009,3.6894
11269,Horažďovice,WWHT,SOH,FYM. + N,135.0,10.0,grain,6.010858333333334,4.2312,7.807174999999999,loamy sand,49.34,23089.0,82.0,13.0,5.0,2009,5.994199999999999
11271,Chrastava,WWHT,SOH,0,0.0,0.0,grain,3.9036448230668412,2.5972,5.0138,loamy sand,50.82,26459.0,82.0,13.0,5.0,2009,2.5972
11273,Chrastava,WWHT,SOH,N,135.0,0.0,grain,6.496155963302752,4.9364,8.136467889908255,loamy sand,50.82,26459.0,82.0,13.0,5.0,2009,4.9364
11275,Chrastava,WWHT,SOH,FYM. ,0.0,10.0,grain,4.570631367409349,3.1992000000000003,5.4214941022280465,loamy sand,50.82,26459.0,82.0,13.0,5.0,2009,3.1992000000000003
11277,Chrastava,WWHT,SOH,FYM. + N,135.0,10.0,grain,6.64649628658803,4.8246,8.32948885976409,loamy sand,50.82,26459.0,82.0,13.0,5.0,2009,4.8246
11279,Jaroměřice,WWHT,SOH,0,0.0,0.0,grain,3.5950733333333336,3.3454,4.0248,clay loam,49.1,27966.0,35.0,30.0,35.0,2009,3.3454
11282,Jaroměřice,WWHT,SOH,N,135.0,0.0,grain,6.256081333333333,4.4462,7.390443999999999,clay loam,49.1,27966.0,35.0,30.0,35.0,2009,6.9316
11285,Jaroměřice,WWHT,SOH,FYM. ,0.0,10.0,grain,4.688216000000001,4.4548,5.060448,clay loam,49.1,27966.0,35.0,30.0,35.0,2009,4.5494
11288,Jaroměřice,WWHT,SOH,FYM. + N,135.0,10.0,grain,6.499564333333333,4.6526,7.871493000000001,clay loam,49.1,27966.0,35.0,30.0,35.0,2009,6.9746
11291,Krásné Údolí,WWHT,SOH,0,0.0,0.0,grain,2.7563,1.7544,3.7582,,,,,,,2009,3.7582
11292,Krásné Údolí,WWHT,SOH,N,135.0,0.0,grain,6.2737,5.1428,7.404599999999999,,,,,,,2009,7.404599999999999
11293,Krásné Údolí,WWHT,SOH,FYM. ,0.0,10.0,grain,4.0463000000000005,2.7520000000000002,5.3406,,,,,,,2009,5.3406
11294,Krásné Údolí,WWHT,SOH,FYM. + N,135.0,10.0,grain,5.933999999999999,5.4524,6.4155999999999995,,,,,,,2009,6.4155999999999995
11295,Lednice,WWHT,SOH,0,0.0,0.0,grain,5.017383333333334,4.4032,5.3406,loam,48.8,28153.0,40.0,40.0,20.0,2009,5.3406
11296,Lednice,WWHT,SOH,N,135.0,0.0,grain,7.070633333333333,5.2202,8.0496,loam,48.8,28153.0,40.0,40.0,20.0,2009,8.0496
11297,Lednice,WWHT,SOH,FYM. ,0.0,10.0,grain,6.020716666666668,4.7386,6.88,loam,48.8,28153.0,40.0,40.0,20.0,2009,6.88
11298,Lednice,WWHT,SOH,FYM. + N,135.0,10.0,grain,6.771783333333334,4.7386,8.0152,loam,48.8,28153.0,40.0,40.0,20.0,2009,8.0152
11299,Libějovice,WWHT,SOH,0,0.0,0.0,grain,3.9947,3.8871999999999995,4.1022,,,,,,,2009,4.1022
11300,Libějovice,WWHT,SOH,N,135.0,0.0,grain,5.6373,5.5728,5.7017999999999995,,,,,,,2009,5.7017999999999995
11301,Libějovice,WWHT,SOH,FYM. ,0.0,10.0,grain,4.467700000000001,4.3602,4.575200000000001,,,,,,,2009,4.575200000000001
11302,Libějovice,WWHT,SOH,FYM. + N,135.0,10.0,grain,6.0329,5.5642,6.5016,,,,,,,2009,6.5016
11303,Lípa,WWHT,SOH,0,0.0,0.0,grain,3.0344040744643483,2.2532,3.8184000000000005,sandy loam,49.56,27951.0,65.0,25.0,10.0,2009,2.2532
11306,Lípa,WWHT,SOH,N,135.0,0.0,grain,6.171935616438357,5.074,7.869006849315069,sandy loam,49.56,27951.0,65.0,25.0,10.0,2009,5.074
11309,Lípa,WWHT,SOH,FYM. ,0.0,10.0,grain,4.0133037934668065,3.0444,4.747199999999999,sandy loam,49.56,27951.0,65.0,25.0,10.0,2009,3.0444
11312,Lípa,WWHT,SOH,FYM. + N,135.0,10.0,grain,6.072529223744291,4.8418,7.570787671232876,sandy loam,49.56,27951.0,65.0,25.0,10.0,2009,4.8418
11315,Pusté Jakartice,WWHT,SOH,0,0.0,0.0,grain,4.6311,4.0076,5.2546,loam,49.98,29745.0,40.0,40.0,20.0,2009,4.0076
11317,Pusté Jakartice,WWHT,SOH,N,135.0,0.0,grain,8.36748,7.353000000000001,9.38196,loam,49.98,29745.0,40.0,40.0,20.0,2009,7.353000000000001
11319,Pusté Jakartice,WWHT,SOH,FYM. ,0.0,10.0,grain,6.085139999999999,5.3062,6.864079999999999,loam,49.98,29745.0,40.0,40.0,20.0,2009,5.3062
11321,Pusté Jakartice,WWHT,SOH,FYM. + N,135.0,10.0,grain,8.3218,7.1036,9.54,loam,49.98,29745.0,40.0,40.0,20.0,2009,7.1036
11323,Staňkov,WWHT,SOH,0,0.0,0.0,grain,2.63323631840796,2.0812,3.6378000000000004,loam,49.55,23179.0,40.0,40.0,20.0,2009,3.6378000000000004
11325,Staňkov,WWHT,SOH,N,135.0,0.0,grain,5.3876915422885565,3.827,6.238674626865671,loam,49.55,23179.0,40.0,40.0,20.0,2009,6.0973999999999995
11327,Staňkov,WWHT,SOH,FYM. ,0.0,10.0,grain,3.637437810945274,3.0788,4.4462,loam,49.55,23179.0,40.0,40.0,20.0,2009,4.4462
11329,Staňkov,WWHT,SOH,FYM. + N,135.0,10.0,grain,5.645448258706467,4.1366,6.4328,loam,49.55,23179.0,40.0,40.0,20.0,2009,6.4328
11331,Hradec n. Svit.,WWHT,SOH,0,0.0,0.0,grain,2.323193376068376,1.593386752136752,3.053,loam,49.73,26472.0,40.0,40.0,20.0,2009,3.053
11334,Hradec n. Svit.,WWHT,SOH,N,135.0,0.0,grain,5.492867521367522,4.922735042735043,6.063,loam,49.73,26472.0,40.0,40.0,20.0,2009,6.063
11337,Hradec n. Svit.,WWHT,SOH,FYM. ,0.0,10.0,grain,2.9415750000000003,2.1937500000000005,3.6894,loam,49.73,26472.0,40.0,40.0,20.0,2009,3.6894
11340,Hradec n. Svit.,WWHT,SOH,FYM. + N,135.0,10.0,grain,5.324442414529914,4.654684829059829,5.994199999999999,loam,49.73,26472.0,40.0,40.0,20.0,2009,5.994199999999999
11347,Věrovany,WWHT,SOH,0,0.0,0.0,grain,7.1638,7.009,7.3186,loam,49.47,28776.0,40.0,40.0,20.0,2009,7.009
11349,Věrovany,WWHT,SOH,N,135.0,0.0,grain,9.37333086419753,8.6516,10.095061728395061,loam,49.47,28776.0,40.0,40.0,20.0,2009,8.6516
11351,Věrovany,WWHT,SOH,FYM. ,0.0,10.0,grain,7.880538447971781,7.7658,7.9952768959435625,loam,49.47,28776.0,40.0,40.0,20.0,2009,7.7658
11353,Věrovany,WWHT,SOH,FYM. + N,135.0,10.0,grain,9.50857566137566,8.6344,10.382751322751322,loam,49.47,28776.0,40.0,40.0,20.0,2009,8.6344
11355,Vysoká,WWHT,SOH,0,0.0,0.0,grain,3.6406666666666667,3.2508,3.9646000000000003,loam,49.64,21991.0,40.0,40.0,20.0,2009,3.9646000000000003
11357,Vysoká,WWHT,SOH,N,135.0,0.0,grain,6.45645,3.7496,8.30115,loam,49.64,21991.0,40.0,40.0,20.0,2009,7.3186
11359,Vysoká,WWHT,SOH,FYM. ,0.0,10.0,grain,5.218050000000001,4.3688,6.002800000000001,loam,49.64,21991.0,40.0,40.0,20.0,2009,6.002800000000001
11361,Vysoká,WWHT,SOH,FYM. + N,135.0,10.0,grain,7.003266666666666,4.5494,8.6258,loam,49.64,21991.0,40.0,40.0,20.0,2009,7.834599999999999
11363,Žatec,WWHT,SOH,0,0.0,0.0,grain,6.243600000000001,5.4266,7.060600000000001,clay loam,50.3,24818.0,35.0,30.0,35.0,2009,7.060600000000001
11364,Žatec,WWHT,SOH,N,135.0,0.0,grain,8.0152,6.5876,9.4428,clay loam,50.3,24818.0,35.0,30.0,35.0,2009,9.4428
11365,Žatec,WWHT,SOH,FYM. ,0.0,10.0,grain,6.9918,5.9597999999999995,8.0238,clay loam,50.3,24818.0,35.0,30.0,35.0,2009,8.0238
11366,Žatec,WWHT,SOH,FYM. + N,135.0,10.0,grain,7.7959,6.071599999999999,9.5202,clay loam,50.3,24818.0,35.0,30.0,35.0,2009,9.5202
11367,Horažďovice,WWHT,SOH,0,0.0,0.0,straw ,4.868381818181818,3.9474,5.9856,loamy sand,49.34,23089.0,82.0,13.0,5.0,2009,5.9856
11369,Horažďovice,WWHT,SOH,N,135.0,0.0,straw ,6.686109090909091,4.4806,9.1418,loamy sand,49.34,23089.0,82.0,13.0,5.0,2009,9.1418
11371,Horažďovice,WWHT,SOH,FYM. ,0.0,10.0,straw ,5.193010101010101,4.1452,6.321,loamy sand,49.34,23089.0,82.0,13.0,5.0,2009,6.321
11373,Horažďovice,WWHT,SOH,FYM. + N,135.0,10.0,straw ,7.600575757575758,4.8332,9.2364,loamy sand,49.34,23089.0,82.0,13.0,5.0,2009,9.2364
11375,Chrastava,WWHT,SOH,0,0.0,0.0,straw ,2.991289304579213,2.5542000000000002,3.5346,loamy sand,50.82,26459.0,82.0,13.0,5.0,2009,2.5542000000000002
11377,Chrastava,WWHT,SOH,N,135.0,0.0,straw ,4.8193861710155295,4.5064,5.187358513046587,loamy sand,50.82,26459.0,82.0,13.0,5.0,2009,4.7644
11379,Chrastava,WWHT,SOH,FYM. ,0.0,10.0,straw ,3.596698359744231,3.1561999999999997,4.039095079232694,loamy sand,50.82,26459.0,82.0,13.0,5.0,2009,3.1561999999999997
11381,Chrastava,WWHT,SOH,FYM. + N,135.0,10.0,straw ,5.018160284363955,4.7299999999999995,5.499880853091862,loamy sand,50.82,26459.0,82.0,13.0,5.0,2009,4.7299999999999995
11383,Jaroměřice,WWHT,SOH,0,0.0,0.0,straw ,3.360861757575757,3.0272,3.942185272727273,clay loam,49.1,27966.0,35.0,30.0,35.0,2009,3.0272
11386,Jaroměřice,WWHT,SOH,N,135.0,0.0,straw ,5.779567454545455,3.8356,8.024902363636365,clay loam,49.1,27966.0,35.0,30.0,35.0,2009,5.4782
11389,Jaroměřice,WWHT,SOH,FYM. ,0.0,10.0,straw ,4.795331333333333,3.6808,6.138594,clay loam,49.1,27966.0,35.0,30.0,35.0,2009,4.566599999999999
11392,Jaroměřice,WWHT,SOH,FYM. + N,135.0,10.0,straw ,5.501223242424243,3.6808,7.714469727272728,clay loam,49.1,27966.0,35.0,30.0,35.0,2009,5.1084000000000005
11395,Krásné Údolí,WWHT,SOH,0,0.0,0.0,straw ,2.9283,2.4768,3.3798,,,,,,,2009,3.3798
11396,Krásné Údolí,WWHT,SOH,N,135.0,0.0,straw ,4.8762,3.9302,5.8222,,,,,,,2009,5.8222
11397,Krásné Údolí,WWHT,SOH,FYM. ,0.0,10.0,straw ,3.2895000000000003,2.4682,4.1108,,,,,,,2009,4.1108
11398,Krásné Údolí,WWHT,SOH,FYM. + N,135.0,10.0,straw ,4.1022,3.5776,4.6268,,,,,,,2009,4.6268
11399,Lednice,WWHT,SOH,0,0.0,0.0,straw ,4.113666666666666,3.2335999999999996,5.280399999999999,loam,48.8,28153.0,40.0,40.0,20.0,2009,3.827
11400,Lednice,WWHT,SOH,N,135.0,0.0,straw ,6.6420666666666675,4.0592,10.2942,loam,48.8,28153.0,40.0,40.0,20.0,2009,5.5728
11401,Lednice,WWHT,SOH,FYM. ,0.0,10.0,straw ,4.698466666666667,3.4829999999999997,6.6134,loam,48.8,28153.0,40.0,40.0,20.0,2009,3.999
11402,Lednice,WWHT,SOH,FYM. + N,135.0,10.0,straw ,5.025266666666666,3.8184000000000005,5.848,loam,48.8,28153.0,40.0,40.0,20.0,2009,5.848
11403,Libějovice,WWHT,SOH,0,0.0,0.0,straw ,2.03476,1.6082,2.4613199999999997,,,,,,,2009,2.4613199999999997
11404,Libějovice,WWHT,SOH,N,135.0,0.0,straw ,2.7382400000000002,2.0554,3.42108,,,,,,,2009,3.42108
11405,Libějovice,WWHT,SOH,FYM. ,0.0,10.0,straw ,2.20246,1.6598,2.74512,,,,,,,2009,2.74512
11406,Libějovice,WWHT,SOH,FYM. + N,135.0,10.0,straw ,3.08138,2.2618,3.9009599999999995,,,,,,,2009,3.9009599999999995
11407,Lípa,WWHT,SOH,0,0.0,0.0,straw ,3.928910151036178,3.6206,4.5322,sandy loam,49.56,27951.0,65.0,25.0,10.0,2009,3.6206
11410,Lípa,WWHT,SOH,N,135.0,0.0,straw ,6.2080581664910435,4.48577449947313,7.344399999999999,sandy loam,49.56,27951.0,65.0,25.0,10.0,2009,7.344399999999999
11413,Lípa,WWHT,SOH,FYM. ,0.0,10.0,straw ,5.394293361433088,4.6760800842992625,5.891,sandy loam,49.56,27951.0,65.0,25.0,10.0,2009,5.6158
11416,Lípa,WWHT,SOH,FYM. + N,135.0,10.0,straw ,5.902243133122584,5.074,7.2498,sandy loam,49.56,27951.0,65.0,25.0,10.0,2009,5.074
11419,Pusté Jakartice,WWHT,SOH,0,0.0,0.0,straw ,4.2226,2.5972,5.848,loam,49.98,29745.0,40.0,40.0,20.0,2009,5.848
11421,Pusté Jakartice,WWHT,SOH,N,135.0,0.0,straw ,5.4696,4.7299999999999995,6.2092,loam,49.98,29745.0,40.0,40.0,20.0,2009,4.7299999999999995
11423,Pusté Jakartice,WWHT,SOH,FYM. ,0.0,10.0,straw ,5.1213,4.6526,5.59,loam,49.98,29745.0,40.0,40.0,20.0,2009,5.59
11425,Pusté Jakartice,WWHT,SOH,FYM. + N,135.0,10.0,straw ,5.4825,5.375,5.59,loam,49.98,29745.0,40.0,40.0,20.0,2009,5.59
11427,Staňkov,WWHT,SOH,0,0.0,0.0,straw ,3.6366666666666667,1.44,6.42,loam,49.55,23179.0,40.0,40.0,20.0,2009,6.42
11429,Staňkov,WWHT,SOH,N,135.0,0.0,straw ,7.503333333333334,3.12,11.45,loam,49.55,23179.0,40.0,40.0,20.0,2009,11.45
11431,Staňkov,WWHT,SOH,FYM. ,0.0,10.0,straw ,5.146666666666667,2.19,8.47,loam,49.55,23179.0,40.0,40.0,20.0,2009,8.47
11433,Staňkov,WWHT,SOH,FYM. + N,135.0,10.0,straw ,7.463333333333334,2.51,12.12,loam,49.55,23179.0,40.0,40.0,20.0,2009,12.12
11435,Hradec n. Svit.,WWHT,SOH,0,0.0,0.0,straw ,4.420830662393162,3.121661324786325,5.72,loam,49.73,26472.0,40.0,40.0,20.0,2009,5.72
11438,Hradec n. Svit.,WWHT,SOH,N,135.0,0.0,straw ,8.073681283993785,7.4273625679875686,8.72,loam,49.73,26472.0,40.0,40.0,20.0,2009,8.72
11441,Hradec n. Svit.,WWHT,SOH,FYM. ,0.0,10.0,straw ,5.184743023180523,4.249486046361047,6.12,loam,49.73,26472.0,40.0,40.0,20.0,2009,6.12
11444,Hradec n. Svit.,WWHT,SOH,FYM. + N,135.0,10.0,straw ,7.424428499741,7.108856999482001,7.74,loam,49.73,26472.0,40.0,40.0,20.0,2009,7.74
11451,Věrovany,WWHT,SOH,0,0.0,0.0,straw ,6.186450216450217,4.94,7.432900432900432,loam,49.47,28776.0,40.0,40.0,20.0,2009,4.94
11453,Věrovany,WWHT,SOH,N,135.0,0.0,straw ,9.388963443963444,8.39,10.387926887926888,loam,49.47,28776.0,40.0,40.0,20.0,2009,8.39
11455,Věrovany,WWHT,SOH,FYM. ,0.0,10.0,straw ,7.513314093314093,6.84,8.186628186628186,loam,49.47,28776.0,40.0,40.0,20.0,2009,6.84
11457,Věrovany,WWHT,SOH,FYM. + N,135.0,10.0,straw ,9.281991341991342,8.18,10.383982683982683,loam,49.47,28776.0,40.0,40.0,20.0,2009,8.18
11459,Vysoká,WWHT,SOH,0,0.0,0.0,straw ,3.6300000000000003,1.94,4.94,loam,49.64,21991.0,40.0,40.0,20.0,2009,4.94
11461,Vysoká,WWHT,SOH,N,135.0,0.0,straw ,4.53,2.19,5.82,loam,49.64,21991.0,40.0,40.0,20.0,2009,5.58
11463,Vysoká,WWHT,SOH,FYM. ,0.0,10.0,straw ,4.21,2.32,5.66,loam,49.64,21991.0,40.0,40.0,20.0,2009,5.66
11465,Vysoká,WWHT,SOH,FYM. + N,135.0,10.0,straw ,5.093333333333333,2.05,6.83,loam,49.64,21991.0,40.0,40.0,20.0,2009,6.83
11467,Žatec,WWHT,SOH,0,0.0,0.0,straw ,2.505,1.57,3.44,clay loam,50.3,24818.0,35.0,30.0,35.0,2009,1.57
11468,Žatec,WWHT,SOH,N,135.0,0.0,straw ,3.66,2.14,5.18,clay loam,50.3,24818.0,35.0,30.0,35.0,2009,2.14
11469,Žatec,WWHT,SOH,FYM. ,0.0,10.0,straw ,3.645,2.16,5.13,clay loam,50.3,24818.0,35.0,30.0,35.0,2009,2.16
11470,Žatec,WWHT,SOH,FYM. + N,135.0,10.0,straw ,3.7249999999999996,2.82,4.63,clay loam,50.3,24818.0,35.0,30.0,35.0,2009,2.82
11511,Praha - Ruzyně,WWHT,hony i-IV,0 (110),0.0,0.0,grain,5.393781249999999,2.8899999999999997,7.8625,clay loam,50.09,21682.0,35.0,30.0,35.0,2009,6.2814999999999985
11513,Praha - Ruzyně,WWHT,hony i-IV,0 (110),0.0,0.0,straw,3.1037260433529914,1.2644765957446809,5.47,clay loam,50.09,21682.0,35.0,30.0,35.0,2009,3.931304347826088
11515,Praha - Ruzyně,WWHT,hony i-IV,N4P2K2 (160),90.0,0.0,grain,6.9809394007284915,4.1225,9.326709692028986,clay loam,50.09,21682.0,35.0,30.0,35.0,2009,9.326709692028986
11517,Praha - Ruzyně,WWHT,hony i-IV,N4P2K2 (160),90.0,0.0,straw,4.727935588189949,1.66,6.286458333333334,clay loam,50.09,21682.0,35.0,30.0,35.0,2009,5.69608695652174
11519,Praha - Ruzyně,BARL,hony i-IV,0 (110),0.0,0.0,grain,3.7867499999999996,1.785,4.827999999999999,clay loam,50.09,21682.0,35.0,30.0,35.0,2009,4.6325
11521,Praha - Ruzyně,BARL,hony i-IV,0 (110),0.0,0.0,straw,1.7949999999999997,1.12,2.63,clay loam,50.09,21682.0,35.0,30.0,35.0,2009,2.11
11523,Praha - Ruzyně,BARL,hony i-IV,N4P2K2 (160),70.0,0.0,grain,5.8363125,2.4905,8.67,clay loam,50.09,21682.0,35.0,30.0,35.0,2009,8.67
11525,Praha - Ruzyně,BARL,hony i-IV,N4P2K2 (160),70.0,0.0,straw,3.5374999999999996,1.76,5.24,clay loam,50.09,21682.0,35.0,30.0,35.0,2009,5.24
11527,Uherský Ostroh,C100,variety testing,NPK,105.0,0.0,grain,8.846533333333333,4.3602,13.631,loam,48.99,28781.0,40.0,40.0,20.0,2009,9.580400000000001
11529,,,,,,,,,3.7599173306797438,7.078291772766229,,,,,,,2009,5.869794946389368
11530,Kroměříž,WWHT,norf,,100.0,12.5,grain,7.0964375,3.9099999999999997,9.477500000000001,loam,49.28,28776.0,40.0,40.0,20.0,2010,5.372
11532,Kroměříž,WWHT,mono,all,150.0,0.0,grain,5.7173125,2.9325000000000006,7.48,loam,49.28,28776.0,40.0,40.0,20.0,2010,4.029
11534,Kroměříž,BARL,norf,0,0.0,12.5,grain,5.8596875,3.8080000000000003,7.964499999999999,loam,49.28,28776.0,40.0,40.0,20.0,2010,5.6354999999999995
11536,Kroměříž,BARL,norf,30,30.0,12.5,grain,6.143906250000001,4.318,7.819999999999999,loam,49.28,28776.0,40.0,40.0,20.0,2010,6.256000000000001
11538,Kroměříž,BARL,norf,60,60.0,12.5,grain,6.04775,4.2924999999999995,7.6160000000000005,loam,49.28,28776.0,40.0,40.0,20.0,2010,5.966999999999999
11540,Kroměříž,BARL,mono,0,0.0,0.0,grain,3.9865,1.8444999999999998,5.7205,loam,49.28,28776.0,40.0,40.0,20.0,2010,2.3035
11542,Kroměříž,BARL,mono,60,60.0,0.0,grain,4.94965625,3.145,6.885,loam,49.28,28776.0,40.0,40.0,20.0,2010,3.8419999999999996
11544,Kroměříž,BARL,mono,90,90.0,0.0,grain,5.069187499999999,3.3405,7.0889999999999995,loam,49.28,28776.0,40.0,40.0,20.0,2010,3.995
11546,Hněvčeves,BARL,106,OS1,60.0,0.0,grain,6.130522647058823,3.4978729411764697,8.831694117647059,clay loam,50.31,26449.0,35.0,30.0,35.0,2010,4.280978823529411
11548,Hněvčeves,WWHT,140,71,0.0,0.0,grain,5.46573,4.1839,7.120799999999999,clay loam,50.31,26449.0,35.0,30.0,35.0,2010,6.3554
11550,Hněvčeves,WWHT,140,opt,100.0,10.0,grain,8.043293333333333,6.9316,10.530700000000001,clay loam,50.31,26449.0,35.0,30.0,35.0,2010,7.7615
11552,Kostelec,WWHT,140,71,0.0,0.0,grain,4.670755555555555,3.7840000000000003,5.805,sandy loam,50.13,26787.0,65.0,25.0,10.0,2010,5.1944
11554,Kostelec,WWHT,140,opt,100.0,10.0,grain,7.83268888888889,6.8198,9.3224,sandy loam,50.13,26787.0,65.0,25.0,10.0,2010,8.1356
11560,Humpolec,WWHT,140,71,0.0,0.0,grain,3.0486999999999997,2.0382000000000002,3.9474,sandy loam,49.56,27956.0,65.0,25.0,10.0,2010,3.698
11561,Humpolec,WWHT,140,opt,100.0,10.0,grain,6.2264,4.6096,7.774399999999999,sandy loam,49.56,27956.0,65.0,25.0,10.0,2010,7.009
11570,Pernolec,C180,140,71,0.0,0.0,above-ground biomass,8.045,5.220000000000001,12.23,sandy loam,49.77,23110.0,65.0,25.0,10.0,2010,8.47
11572,Pernolec,C180,140,opt,120.0,10.0,above-ground biomass,10.844999999999999,5.58,16.9,sandy loam,49.77,23110.0,65.0,25.0,10.0,2010,11.02
11588,Humpolec,BARL,140,71,0.0,0.0,grain,3.015375,2.2618,4.214,sandy loam,49.56,27956.0,65.0,25.0,10.0,2010,2.408
11589,Humpolec,BARL,140,opt,60.0,10.0,grain,4.9893975,3.999,6.364,sandy loam,49.56,27956.0,65.0,25.0,10.0,2010,4.0506
11590,Žabčice,BARL,DP23-mono,0,0.0,0.0,grain,3.9454999999999996,1.7594999999999998,6.341,clay loam,49.02,27913.0,35.0,30.0,35.0,2010,3.4935
11592,Žabčice,BARL,DP23-mono,30,30.0,0.0,grain,4.923,2.533,7.344,clay loam,49.02,27913.0,35.0,30.0,35.0,2010,6.0945
11594,Žabčice,BARL,DP23-mono,60,60.0,0.0,grain,5.4655,2.771,7.5735,clay loam,49.02,27913.0,35.0,30.0,35.0,2010,7.1655
11596,Žabčice,BARL,DP23-mono,90,90.0,0.0,grain,5.512999999999999,2.8899999999999997,7.497,clay loam,49.02,27913.0,35.0,30.0,35.0,2010,7.0635
